Referred a Friend,Number of Referrals,Tenure in Months,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Paperless Billing,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Offer_Offer A,Offer_Offer B,Offer_Offer C,Offer_Offer D,Offer_Offer E,Internet Type_DSL,Internet Type_Fiber Optic,Contract_One Year,Contract_Two Year,Payment Method_Credit Card,Payment Method_Mailed Check,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Churn Category_Attitude,Churn Category_Competitor,Churn Category_Dissatisfaction,Churn Category_Other,Churn Category_Price,Churn Reason_Attitude of service provider,Churn Reason_Attitude of support person,Churn Reason_Competitor had better devices,Churn Reason_Competitor made better offer,Churn Reason_Competitor offered higher download speeds,Churn Reason_Competitor offered more data,Churn Reason_Deceased,Churn Reason_Don't know,Churn Reason_Extra data charges,Churn Reason_Lack of affordable download/upload speed,Churn Reason_Lack of self-service on Website,Churn Reason_Limited range of services,Churn Reason_Long distance charges,Churn Reason_Moved,Churn Reason_Network reliability,Churn Reason_Poor expertise of online support,Churn Reason_Poor expertise of phone support,Churn Reason_Price too high,Churn Reason_Product dissatisfaction,Churn Reason_Service dissatisfaction,Zip Code,Latitude,Longitude,Population,GeoFIPS,Per capita personal income (dollars),Personal income (thousands of dollars),Farm proprietors' income,Farm proprietors employment,Per capita income maintenance benefits,Per capita retirement and other,Per capita unemployment insurance compensation,Average nonfarm proprietors' income,Average wages and salaries,Churn Value
0.0,-0.6503364508021163,-0.6678940213962908,1.0,-0.25714770387097163,1.0,1.0,0.4644152594365627,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0291209888841522,-0.31989282817469133,-0.24809596316404026,-0.27322911462029525,-0.5262078654474097,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.4491298186999366,0.0,0.0,0.0,0.0,-0.48700600661025445,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3674529475373483,1.7781879877792184,-1.46061347680125,-1.0019748940365671,1.715361211522862,-1.2751341941565257,-0.8180128967594417,-0.5624881114562263,-0.9553245959370054,-0.12627971659134574,1.2986062626028358,-1.1976145966131195,-1.1023099085424266,-0.749225031555689,1
0.0,-0.6503364508021163,-0.38263543467005046,1.0,-0.3134638982542295,1.0,1.0,0.12165327147626023,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.9587857437299918,0.02685237095358959,-0.24809596316404026,-0.27322911462029525,-0.39284810625921995,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.02771888910398171,0.0,0.0,0.0,0.0,-0.48700600661025445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1143138584164813,1.648810262481198,-1.8793181707642006,-1.0169155347774947,-1.1825070591525138,-0.6574619530922696,-0.7921352935550524,-0.38351168045184153,-0.5321313524333918,0.022249369525463535,1.1121529568798578,-0.5433537214726633,0.28232381148534597,-0.831655976748341,1
0.0,-0.6503364508021163,-1.2384111948487715,1.0,0.7513652943947292,0.0,0.0,-1.0045646889647335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5046224853597727,-0.989425643643792,-0.24809596316404026,-0.27322911462029525,-0.8033911410537512,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.8103391869250408,0.0,0.0,0.0,0.0,-0.48700600661025445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.154708393914492,0.9385252140064677,-0.4400840154131619,-1.0071757499906877,-1.818624484422718,-0.8518672272272207,-0.8124940513614749,-0.6241748916129499,-0.825622933880888,-1.2373544387118929,1.0788035851245283,-0.9131533465520515,-0.7910227670911856,-0.6832430605278912,1
1.0,-0.31709642188779025,-0.09737684794381013,1.0,-1.1743896284810473,1.0,1.0,1.003041240517038,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.6740954657250564,0.15158181209567503,-0.24809596316404026,-0.27322911462029525,-0.7142720529529649,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.2919516778918465,1.0,0.0,1.0,0.0,-0.48700600661025445,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5095464686035475,-1.0808896300318944,1.4338774690691856,-0.8702986773799742,0.30176693314462993,-0.7490205660719563,-0.33064990201727623,0.19547076035638816,0.6094095578425637,-0.3365351761592965,-1.0681885450026631,-0.25889247141159527,-0.9747059429246279,-0.6259693699403105,1
1.0,-0.31709642188779025,-0.6271427947211136,1.0,-0.7057353211996819,1.0,1.0,-0.5638707044443446,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8482589299163111,-0.36467541846801177,-0.24809596316404026,-0.27322911462029525,-0.6429153699016861,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.9355060928296295,0.0,0.0,1.0,0.0,-0.48700600661025445,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5676411446767371,0.5348377921598626,-0.9944228267192095,1.170895443086249,-1.9599839122605411,0.8654142006197104,-0.20731034447149646,-0.4828365797637376,-0.8430827730038268,-0.4522721263801868,-0.30519534272164184,-0.6571382214970904,1.1262842420611665,0.7850325654905702,1
0.0,-0.6503364508021163,-0.9939038347977083,1.0,0.48985101243109447,0.0,1.0,0.26855126631638987,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,-0.33906699423368425,-0.8129866499659711,-0.24809596316404026,-0.27322911462029525,-0.5965961194999787,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.9957076542004802,0.0,0.0,0.0,0.0,-0.48700600661025445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7633928504617986,-0.863656721595645,0.6373168441853383,-0.653943069688567,-0.6877490617201325,0.04278026999704624,1.9538628416331538,-0.47655840903779567,-0.39660974400296156,1.30307161863665,0.3668450274993901,0.679829653789929,-0.36765641313269093,0.21739409730839368,0
1.0,-0.31709642188779025,-1.2384111948487715,1.0,-0.3387090888398279,1.0,1.0,-0.1231767199239558,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4798362172040418,-0.9299949548505876,-0.24809596316404026,-0.27322911462029525,-0.8431675906592969,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.8987310747632407,0.0,1.0,1.0,0.0,-0.48700600661025445,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.7402333167762725,-0.9441059888616199,0.6311284111212608,-0.16354963372368994,-0.6877490617201325,0.04278026999704624,1.9538628416331538,-0.47655840903779567,-0.39660974400296156,1.30307161863665,0.3668450274993901,0.679829653789929,-0.36765641313269093,0.21739409730839368,1
1.0,0.34938363594086186,-1.1976599681735942,1.0,0.08528065048240191,1.0,1.0,2.5699531854784206,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.14323182968055945,-0.902573890941919,-0.24809596316404026,-0.27322911462029525,-0.7990214004498165,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4123548006335478,1.0,0.0,1.0,1.0,2.6284456267095706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6797421115018324,-0.9110306865941834,1.28949415573382,-0.20950628815464448,0.30176693314462993,-0.7490205660719563,-0.33064990201727623,0.19547076035638816,0.6094095578425637,-0.3365351761592965,-1.0681885450026631,-0.25889247141159527,-0.9747059429246279,-0.6259693699403105,0
0.0,-0.6503364508021163,-1.2791624215239485,1.0,1.1805335343499024,0.0,1.0,-0.2700747147640854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.15495437053958602,-0.975593779548269,-0.24809596316404026,2.912953925863877,-0.8363885876683279,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.7181263906506885,0.0,1.0,0.0,0.0,-0.48700600661025445,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.24125329785281086,0.19979594021718147,-0.9291187313053996,-0.018587594129753113,-0.12231135036883967,-0.27143857721139897,-0.7117203833340583,2.3748790079862285,-0.4614605750310202,-0.39633260044008983,-0.8468699869900225,1.4763211539609191,2.1513931949013605,-0.6139117508692408,1
1.0,2.015583780512492,-0.5048891146955821,1.0,1.5216672635450397,0.0,0.0,-1.0045646889647335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4811774036417193,-0.8220534699711705,-0.24809596316404026,-0.27322911462029525,0.2125853594707966,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.171548555150145,1.0,0.0,1.0,0.0,-0.48700600661025445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7337701910965908,-0.934258976190782,0.6306485581187721,0.5487312294474315,-0.6877490617201325,0.04278026999704624,1.9538628416331538,-0.47655840903779567,-0.39660974400296156,1.30307161863665,0.3668450274993901,0.679829653789929,-0.36765641313269093,0.21739409730839368,0
0.0,-0.6503364508021163,0.799150138910088,1.0,0.010192391304724558,1.0,0.0,-1.0045646889647335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.315387182921198,-0.41746593007979294,-0.24809596316404026,-0.27322911462029525,0.5348123936268863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,-1.2317501165209956,1.0,0.0,0.0,1.0,0.5514778711630206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1676346452738555,1.003650290568217,-1.0235430356683977,-1.0074594330427304,1.9980800671985084,-0.3008432459156819,-0.7652664016974846,-0.3877280328029488,-0.533794194254624,-1.0965411492764765,-0.9858257026372284,-0.1735540963932749,0.6218881818165091,-0.14340410298179193,0
0.0,-0.6503364508021163,-1.2791624215239485,1.0,-0.9322947238909496,0.0,0.0,-1.0045646889647335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4862013497241593,-0.9972129610691823,-0.24809596316404026,-0.27322911462029525,-0.874936785860876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4538936018628239,0.0,0.0,0.0,0.0,-0.48700600661025445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7341400859724867,-1.3524095016678122,1.1817815429826246,0.6028201313702833,0.5844857888202764,0.049190766491818826,0.11702155619163124,-0.11164304686389921,2.2572858026837466,-0.8843567405381775,-0.44718281943751403,-0.6571382214970904,-0.8893198008166284,0.147467349670925,0
0.0,-0.6503364508021163,0.6146834855819879,1.0,1.387052463304549,1.0,1.0,-0.09819176703318908,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.3347096195283426,1.242822818627436,-0.24809596316404026,0.7183703633770948,1.6217332323183555,0.0,0.5020502134884471,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.2090050661145675,0.0,0.0,0.0,0.0,-0.48700600661025445,0.0,0.5020502134884471,0.49794978651155286,0.0,0.0,0.0,0.0,0.5020502134884471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49794978651155286,0.0,-0.776764781400626,-0.8907840723778885,1.0936975757766314,1.4672075037414665,0.5138060749013648,-0.823751625752865,-0.4042196940662313,-0.12420821837306294,-0.35753296120400313,0.3135206942480375,-0.9671298427137861,-0.31578472142380887,-0.7740722713480391,-0.5445804412105903,1
0.0,-0.6503364508021163,-1.1957785064852617,0.0,-1.1542283565708213,0.0,1.0,-0.049342656792239925,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.6392386403582951,-0.9551055316823208,-0.24809596316404026,-0.27322911462029525,-0.860804992083414,0.0,0.0,0.0,0.0,0.4769152754182153,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.4982134883616714,0.0,0.0,0.0,0.0,-0.48700600661025445,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6345533418372908,-0.9151004737188562,0.6311891908823204,-0.0800724066182684,-0.6877490617201325,0.04278026999704624,1.9538628416331538,-0.47655840903779567,-0.39660974400296156,1.30307161863665,0.3668450274993901,0.679829653789929,-0.36765641313269093,0.21739409730839368,1
1.0,-0.31709642188779025,-1.2791624215239485,1.0,-1.0015571698565657,0.0,0.0,-1.0045646889647335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.5062971340539195,-0.9974776857408669,-0.24809596316404026,-0.27322911462029525,-0.8762004676030948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8103391869250408,0.0,0.0,1.0,1.0,0.5514778711630206,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12068174020936473,-0.15649037983222766,0.291843101666745,-0.9076029987236195,1.7860409254417735,-0.8925599441070815,-0.7332879445021498,4.1598044466407424,1.7858701463643971,1.5808402991667867,-0.39968522936174183,2.2728126541319096,-0.3240128469902904,-0.9013594351437528,0
1.0,-0.31709642188779025,1.2566821706846594,1.0,-0.9039058043992748,1.0,1.0,-0.6562342400056284,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.267115702431702,1.8926917538980346,-0.24809596316404026,0.007383465316021742,-0.22927164857024215,0.3522868289370785,0.6477131710629215,0.0,0.0,0.0,0.0,1.0,0.6477131710629215,0.3522868289370785,0.3522868289370785,0.0,1.0,-0.30134197526749074,0.0,0.0,1.0,0.0,-0.48700600661025445,0.0,0.6477131710629215,0.3522868289370785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6477131710629215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3522868289370785,0.0,1.132369736024029,1.4269215723329114,-1.4232748828276045,-1.0127346881232435,-1.2572056560125335,-0.31356931269162625,-0.7805929579863745,-0.48764123870103293,-0.4445546602356237,-0.4982808644590554,0.8492347733590944,-0.6135020876903069,0.23449651251446102,-0.6699665255327932,1
