Customer ID,Count,Country,State,City,Zip Code,Latitude,Longitude,County_Code
3269-ATYWD,1,United States,California,San Francisco,94123,37.800254,-122.436975,75.0
0354-WYROK,1,United States,California,San Francisco,94130,37.820894,-122.369725,75.0
7576-OYWBN,1,United States,California,San Mateo,94402,37.556634,-122.317723,81.0
5539-TMZLF,1,United States,California,Concord,94520,38.013825,-122.039144,13.0
3336-JORSO,1,United States,California,Hayward,94542,37.656695,-122.048361,1.0
6861-XWTWQ,1,United States,California,Napa,94559,38.232389,-122.324944,55.0
4283-FUTGF,1,United States,California,El Sobrante,94803,37.963995,-122.288296,13.0
2397-BRLOM,1,United States,California,San Rafael,94901,37.972662,-122.491452,41.0
8510-AWCXC,1,United States,California,Novato,94945,38.135897,-122.563683,41.0
8225-BTJAU,1,United States,California,Stinson Beach,94970,37.921137,-122.657562,41.0
1724-BQUHA,1,United States,California,Los Gatos,95032,37.233034,-121.947427,85.0
4826-XTSOH,1,United States,California,Moss Landing,95039,36.863303,-121.781632,53.0
2408-WITXK,1,United States,California,San Jose,95110,37.34667,-121.910019,85.0
2634-HCZGT,1,United States,California,San Jose,95126,37.327069,-121.916819,85.0
7503-QQRVF,1,United States,California,San Jose,95127,37.375156,-121.795867,85.0
0709-TVGUR,1,United States,California,Stockton,95207,38.002125,-121.324979,77.0
3001-CBHLQ,1,United States,California,Angels Camp,95222,38.071327,-120.632221,9.0
4102-OQUPX,1,United States,California,,95250,38.244806,-120.417301,
3999-QGRJH,1,United States,California,Ballico,95303,37.4695,-120.672724,47.0
2454-RPBRZ,1,United States,California,Catheys Valley,95306,37.394411,-120.127262,43.0
2265-CYWIV,1,United States,California,Hickman,95323,37.605926,-120.69955,99.0
4550-VBOFE,1,United States,California,Soulsbyville,95372,37.990574,-120.261821,109.0
7409-KIUTL,1,United States,California,Escondido,92027,33.141265,-116.967221,73.0
1732-VHUBQ,1,United States,California,Escondido,92027,33.141265,-116.967221,73.0
0679-IDSTG,1,United States,California,Branscomb,95417,39.710591,-123.682799,45.0
8802-UNOJF,1,United States,California,Philo,95466,39.094102,-123.500853,45.0
6313-GIDIT,1,United States,California,Point Arena,95468,38.911299,-123.609588,45.0
2845-AFFTX,1,United States,California,Westport,95488,39.724433,-123.767578,45.0
2815-CPTUL,1,United States,California,Gasquet,95543,41.867908,-123.794144,15.0
1891-FZYSA,1,United States,California,Piercy,95587,39.955587,-123.681175,45.0
9685-WKZGT,1,United States,California,Carmichael,95608,38.626128,-121.328011,67.0
6022-UGGSO,1,United States,California,Citrus Heights,95610,38.69508,-121.271616,67.0
3923-CSIHK,1,United States,California,Herald,95638,38.313447,-121.123886,67.0
3677-IYRBF,1,United States,California,Newcastle,95658,38.883224,-121.15918,61.0
8118-LSUEL,1,United States,California,Roseville,95678,38.759751,-121.288545,61.0
5277-ZLOOR,1,United States,California,Applegate,95703,38.983388,-120.988814,61.0
4248-HCETZ,1,United States,California,Sacramento,95814,38.584505,-121.491956,67.0
9174-FKWZE,1,United States,California,Sacramento,95819,38.567594,-121.437507,67.0
5307-DZCVC,1,United States,California,Sacramento,95835,38.685069,-121.543709,67.0
8679-JOEVF,1,United States,California,Sacramento,95838,38.646096,-121.442433,67.0
4803-AXVYP,1,United States,California,Butte City,95920,39.449794,-121.936372,21.0
5649-ANRML,1,United States,California,Clipper Mills,95930,39.562239,-121.14836,7.0
7395-IGJOS,1,United States,California,Quincy,95971,39.971228,-121.041166,63.0
7890-VYYWG,1,United States,California,Sutter,95982,39.172777,-121.805845,101.0
9907-SWKKF,1,United States,California,Twain,95984,40.022184,-121.062384,63.0
6397-JNZZG,1,United States,California,Adin,96006,41.171578,-120.913161,49.0
7779-LGOVN,1,United States,California,Paskenta,96074,39.884395,-122.587513,103.0
9710-ZUSHQ,1,United States,California,Red Bluff,96080,40.186772,-122.388361,103.0
3902-FOIGH,1,United States,California,Doyle,96109,40.012675,-120.101857,35.0
3318-OSATS,1,United States,California,Sierra City,96125,39.600599,-120.636358,91.0
2636-ALXXZ,1,United States,California,Tahoe Vista,96148,39.24124,-120.054765,61.0
9885-CSMWE,1,United States,California,Los Angeles,90007,34.027337,-118.28515,37.0
8058-JMEQO,1,United States,California,San Diego,92121,32.898613,-117.202937,73.0
7657-DYEPJ,1,United States,California,Los Angeles,90024,34.066303,-118.435479,37.0
8276-MQBYC,1,United States,California,Los Angeles,90028,34.099869,-118.326843,37.0
6015-VVHHE,1,United States,California,Los Angeles,90039,34.110845,-118.259595,37.0
2516-VQRRV,1,United States,California,Culver City,90230,33.993991,-118.39704,37.0
7580-UGXNC,1,United States,California,Culver City,90232,34.019323,-118.391902,37.0
5178-LMXOP,1,United States,California,Gardena,90248,33.876482,-118.284077,37.0
7056-IMHCC,1,United States,California,Torrance,90501,33.833699,-118.314387,37.0
8749-JMNKX,1,United States,California,Montebello,90640,34.015217,-118.109962,37.0
0917-EZOLA,1,United States,California,Lakewood,90713,33.847755,-118.112532,37.0
8414-MYSHR,1,United States,California,Arcadia,91007,34.128284,-118.047732,37.0
4988-IQIGL,1,United States,California,Canoga Park,91304,34.224377,-118.632656,37.0
4706-AXVKM,1,United States,California,Stevenson Ranch,91381,34.364153,-118.615583,37.0
5889-JTMUL,1,United States,California,Castaic,91384,34.506627,-118.699048,37.0
9026-RNUJS,1,United States,California,Van Nuys,91401,34.178483,-118.431791,37.0
1624-NALOJ,1,United States,California,North Hollywood,91605,34.207295,-118.400022,37.0
6210-KBBPI,1,United States,California,West Covina,91790,34.066964,-117.937007,37.0
2260-USTRB,1,United States,California,Campo,91906,32.673483,-116.472863,73.0
8623-TMRBY,1,United States,California,Chula Vista,91915,32.605012,-116.97595,73.0
6900-PXRMS,1,United States,California,Spring Valley,91978,32.730264,-116.950963,73.0
3346-BRMIS,1,United States,California,Bonsall,92003,33.290907,-117.202895,73.0
2722-JMONI,1,United States,California,Escondido,92029,33.079834,-117.134275,73.0
7579-OOPEC,1,United States,California,Pala,92059,33.384345,-117.072619,73.0
1771-OADNZ,1,United States,California,Pauma Valley,92061,33.313828,-116.940501,73.0
0612-RTZZA,1,United States,California,Vista,92084,33.22784,-117.200024,73.0
4433-JCGCG,1,United States,California,San Diego,92129,32.961064,-117.134917,73.0
9488-HGMJH,1,United States,California,Indian Wells,92210,33.537646,-116.291089,65.0
4818-QIUFN,1,United States,California,Desert Hot Springs,92241,33.832799,-116.250973,65.0
6961-VCPMC,1,United States,California,North Palm Springs,92258,33.906496,-116.569499,65.0
4424-TKOPW,1,United States,California,Crestline,92325,34.248061,-117.29028,71.0
4201-JMNGR,1,United States,California,Lucerne Valley,92356,34.508417,-116.856103,71.0
1866-RZZQS,1,United States,California,Redlands,92373,34.003243,-117.138286,71.0
8631-NBHFZ,1,United States,California,Running Springs,92382,34.186211,-117.07683,71.0
4958-XCBDQ,1,United States,California,Victorville,92394,34.567058,-117.362329,71.0
8337-UPOAQ,1,United States,California,Wrightwood,92397,34.358321,-117.618263,71.0
6712-OAWRH,1,United States,California,San Bernardino,92408,34.084909,-117.258107,71.0
5914-DVBWJ,1,United States,California,Riverside,92508,33.885499,-117.324959,65.0
8644-XLFBW,1,United States,California,Lake Elsinore,92532,33.705836,-117.318204,65.0
1833-VGRUM,1,United States,California,Perris,92570,33.787298,-117.320676,65.0
8374-XGEJJ,1,United States,California,Temecula,92590,33.475493,-117.219551,65.0
6946-LMSQS,1,United States,California,Temecula,92592,33.507255,-117.029473,65.0
4039-HEUNW,1,United States,California,Irvine,92620,33.716136,-117.752574,59.0
0812-WUPTB,1,United States,California,Corona Del Mar,92625,33.600987,-117.862734,59.0
2403-BCASL,1,United States,California,Santa Ana,92705,33.766004,-117.786763,59.0
3871-IKPYH,1,United States,California,Camarillo,93010,34.227846,-119.079903,111.0
1304-NECVQ,1,United States,California,Somis,93066,34.297628,-119.014627,111.0
5655-JSMZM,1,United States,California,Coalinga,93210,36.186867,-120.387793,19.0
4505-EXZHB,1,United States,California,Ducor,93218,35.846067,-119.004073,107.0
8972-HJWNV,1,United States,California,Huron,93234,36.217864,-120.080117,19.0
2860-RANUS,1,United States,California,Mc Kittrick,93251,35.38381,-119.730885,29.0
0406-BPDVR,1,United States,California,Visalia,93277,36.303793,-119.375646,107.0
5276-KQWHG,1,United States,California,Woody,93287,35.710244,-118.881679,29.0
9667-EQRXU,1,United States,California,Boron,93516,34.95703,-117.73045,29.0
0946-CLJTI,1,United States,California,Palmdale,93551,34.613476,-118.256358,37.0
0324-BRPCJ,1,United States,California,Palmdale,93591,34.598221,-117.79593,37.0
9189-JWSHV,1,United States,California,Helm,93627,36.520537,-120.118055,19.0
0576-WNXXC,1,United States,California,Parlier,93648,36.622237,-119.521126,19.0
5482-PLVPE,1,United States,California,Daly City,94014,37.691561,-122.445202,81.0
4902-OHLSK,1,United States,California,Half Moon Bay,94019,37.45567,-122.407992,81.0
0495-ZBNGW,1,United States,California,Loma Mar,94021,37.266388,-122.26308,81.0
2357-COQEK,1,United States,California,Atherton,94027,37.454924,-122.203168,81.0
2034-CGRHZ,1,United States,California,San Francisco,94104,37.791222,-122.402241,75.0
9360-AHGNL,1,United States,California,Concord,94519,37.990118,-122.012188,13.0
5485-WUYWF,1,United States,California,Crockett,94525,38.049292,-122.228415,13.0
2632-UCGVD,1,United States,California,Fairfield,94533,38.287136,-122.02711,95.0
6425-YQLLO,1,United States,California,Pinole,94564,37.996462,-122.293716,13.0
2091-RFFBA,1,United States,California,Port Costa,94569,38.035707,-122.196821,13.0
6899-PPEEA,1,United States,California,Vallejo,94590,38.104705,-122.247387,95.0
4597-NUCQV,1,United States,California,Oakland,94601,37.776523,-122.219268,1.0
3754-DXMRT,1,United States,California,San Pablo,94806,37.980269,-122.342635,13.0
7130-VTEWQ,1,United States,California,San Rafael,94903,38.018065,-122.546024,41.0
7903-CMPEY,1,United States,California,Corte Madera,94925,37.924014,-122.511694,41.0
1704-NRWYE,1,United States,California,Point Reyes Station,94956,38.060264,-122.830646,41.0
7481-ATQQS,1,United States,California,Boulder Creek,95006,37.171727,-122.142961,87.0
0023-HGHWL,1,United States,California,Morgan Hill,95037,37.161544,-121.649371,85.0
1792-UXAFY,1,United States,California,San Jose,95110,37.34667,-121.910019,85.0
6161-UUUTA,1,United States,California,Stockton,95206,37.902422,-121.440029,77.0
6543-XRMYR,1,United States,California,Stockton,95209,38.044523,-121.348048,77.0
2479-BRAMR,1,United States,California,Murphys,95247,38.147852,-120.440124,9.0
3714-JTVOV,1,United States,California,Crows Landing,95313,37.435664,-121.049056,99.0
8580-QVLOC,1,United States,California,Merced,95348,37.40122,-120.514191,47.0
2012-NWRPA,1,United States,California,Modesto,95355,37.672906,-120.946594,99.0
8808-ELEHO,1,United States,California,Modesto,95356,37.716186,-121.025836,99.0
9058-CBREO,1,United States,California,Winton,95388,37.421299,-120.599587,47.0
8063-GBATB,1,United States,California,Cobb,95426,38.838088,-122.73203,33.0
1069-XAIEM,1,United States,California,Mendocino,95460,39.305545,-123.743697,45.0
6987-XQSJT,1,United States,California,Blue Lake,95525,40.94338,-123.831799,23.0
0722-TROQR,1,United States,California,Davis,95616,38.508735,-121.678813,113.0
6402-ZFPPI,1,United States,California,Fair Oaks,95628,38.652065,-121.25441,67.0
9965-YOKZB,1,United States,California,Grizzly Flats,95636,38.636102,-120.522149,17.0
0504-HHAPI,1,United States,California,Guinda,95637,38.830739,-122.196202,113.0
3791-LGQCY,1,United States,California,Loomis,95650,38.809175,-121.171375,61.0
8166-ZZTFS,1,United States,California,Roseville,95661,38.736685,-121.251984,61.0
2956-GGUCQ,1,United States,California,Pioneer,95666,38.546999,-120.271114,5.0
2778-OCLGR,1,United States,California,Soda Springs,95728,39.279068,-120.414275,57.0
7067-KSAZT,1,United States,California,Chico,95928,39.681488,-121.83721,7.0
9300-AGZNL,1,United States,California,Elk Creek,95939,39.53222,-122.594879,21.0
1112-CUNAO,1,United States,California,Grimes,95950,39.033058,-121.895718,11.0
3389-YGYAI,1,United States,California,Princeton,95970,39.424957,-122.039307,11.0
3070-DVEYC,1,United States,California,Williams,95987,39.117537,-122.284654,11.0
5707-ORNDZ,1,United States,California,Yuba City,95993,39.075694,-121.70606,101.0
8696-JKZNU,1,United States,California,Anderson,96007,40.448632,-122.306657,89.0
2055-PDADH,1,United States,California,Big Bend,96011,41.096569,-121.879082,89.0
2302-ANTDP,1,United States,California,Hat Creek,96040,40.789799,-121.474529,89.0
5233-GEEAX,1,United States,California,Lewiston,96052,40.704293,-122.803899,105.0
7137-RYLPP,1,United States,California,Paskenta,96074,39.884395,-122.587513,103.0
3957-LXOLK,1,United States,California,Shingletown,96088,40.497441,-121.827524,89.0
5281-BUZGT,1,United States,California,Weaverville,96093,40.759401,-122.939337,105.0
2718-GAXQD,1,United States,California,Fallbrook,92028,33.362575,-117.299644,73.0
3217-FZDMN,1,United States,California,Los Angeles,90001,33.973616,-118.24902,37.0
7480-QNVZJ,1,United States,California,Los Angeles,90005,34.059281,-118.30742,37.0
7124-UGSUR,1,United States,California,Los Angeles,90028,34.099869,-118.326843,37.0
1862-SKORY,1,United States,California,Los Angeles,90029,34.089953,-118.294824,37.0
4816-JBHOV,1,United States,California,Los Angeles,90044,33.952714,-118.292061,37.0
3247-ZVOUO,1,United States,California,Downey,90240,33.956228,-118.120993,37.0
1268-ASBGA,1,United States,California,Huntington Park,90255,33.97803,-118.217141,37.0
4713-LZDRV,1,United States,California,Malibu,90263,34.037037,-118.705803,37.0
4325-NFSKC,1,United States,California,Pacific Palisades,90272,34.079449,-118.548306,37.0
6502-HCJTI,1,United States,California,Lakewood,90712,33.840524,-118.148403,37.0
8258-GSTJK,1,United States,California,San Pedro,90732,33.744119,-118.31448,37.0
2995-UPRYS,1,United States,California,Long Beach,90802,33.752524,-118.210737,37.0
6686-YPGHK,1,United States,California,Long Beach,90808,33.823943,-118.111335,37.0
8020-BWHYL,1,United States,California,Montrose,91020,34.2112,-118.230625,37.0
6892-XPFPU,1,United States,California,Pasadena,91107,34.159007,-118.087353,37.0
8010-EZLOU,1,United States,California,San Marino,91108,34.122671,-118.112911,37.0
8062-YBDOE,1,United States,California,Canyon Country,91351,34.422519,-118.420717,37.0
3672-YITQD,1,United States,California,Castaic,91384,34.506627,-118.699048,37.0
8988-ECPJR,1,United States,California,Van Nuys,91411,34.17847,-118.459472,37.0
3776-EKTKM,1,United States,California,Burbank,91501,34.188339,-118.300942,37.0
0643-OKLRP,1,United States,California,Azusa,91702,34.174493,-117.87068,37.0
9381-NDKME,1,United States,California,El Monte,91731,34.079934,-118.046695,37.0
8327-LZKAS,1,United States,California,Pomona,91767,34.083086,-117.737997,37.0
1075-BGWOH,1,United States,California,Rosemead,91770,34.065108,-118.082791,37.0
8485-GJCDN,1,United States,California,San Diego,92109,32.787836,-117.232376,73.0
6029-WTIPC,1,United States,California,San Diego,92109,32.787836,-117.232376,73.0
